date,down_hole_presure,down_hole_temperature,production_pipe_pressure,choke_size_pct,well_head_presure,well_head_temperature,choke_size_pressure,oil
25/07/2012,230.394,101.986,197.926,100.0,32.468,86.627,3.112,1056.78
26/07/2012,230.275,101.977,197.818,100.0,32.457,86.673,3.107,1056.14
27/07/2012,230.184,101.968,197.82,100.0,32.364,85.202,3.014,1052.55
28/07/2012,230.269,101.963,197.905,100.0,32.364,85.406,2.995,1049.12
29/07/2012,230.269,101.972,197.877,100.0,32.392,85.327,3.031,1052.96
30/07/2012,230.454,101.977,197.966,100.0,32.487,86.112,3.115,1043.58
31/07/2012,230.175,101.972,197.608,100.0,32.568,86.875,3.174,1048.94
01/08/2012,230.353,101.956,197.905,100.0,32.448,85.33,3.091,1045.63
02/08/2012,230.245,101.943,197.827,100.0,32.419,85.557,3.055,1043.62
03/08/2012,230.168,101.932,197.778,100.0,32.39,86.174,3.044,1042.26
04/08/2012,230.51,101.93,198.034,100.0,32.476,86.874,3.101,1035.79
05/08/2012,230.855,101.936,198.359,100.0,32.497,86.818,3.116,1030.97
06/08/2012,230.841,101.941,198.292,100.0,32.549,86.869,3.159,1038.32
07/08/2012,230.841,101.929,198.304,100.0,32.537,86.855,3.151,1041.04
08/08/2012,230.754,101.918,198.253,100.0,32.501,86.674,3.132,1041.04
09/08/2012,230.662,101.907,198.202,100.0,32.46,86.678,3.104,1036.49
10/08/2012,230.406,101.899,198.081,100.0,32.325,86.699,3.101,1042.49
11/08/2012,230.293,101.895,198.082,100.0,32.211,86.678,3.108,1047.3
12/08/2012,230.831,101.894,198.487,99.999,32.344,85.612,3.059,1042.36
13/08/2012,252.892,101.887,206.74,7.778,46.153,83.715,17.204,202.53
15/08/2012,294.166,99.71,290.401,1.147,3.765,15.934,3.109,209.438
16/08/2012,294.139,99.551,290.771,1.175,3.368,16.065,3.181,216.346
17/08/2012,294.108,99.447,290.969,1.25,3.139,15.636,2.934,223.254
19/08/2012,294.047,99.298,291.077,1.133,2.97,16.162,2.73,230.162
20/08/2012,294.017,99.223,291.093,1.217,2.924,16.065,2.674,237.07
21/08/2012,293.988,99.156,291.092,1.178,2.896,15.858,2.626,243.978
22/08/2012,293.959,99.096,291.085,1.163,2.874,15.644,2.583,250.886
23/08/2012,293.933,99.044,291.087,1.167,2.846,15.368,2.552,257.795
24/08/2012,293.908,98.995,291.057,1.183,2.851,15.548,2.538,264.703
25/08/2012,293.882,98.95,291.038,1.143,2.844,15.547,2.51,271.611
26/08/2012,293.86,98.907,291.032,1.066,2.828,14.946,2.49,278.519
27/08/2012,293.838,98.869,291.067,0.915,2.772,13.721,2.452,285.427
28/08/2012,293.818,98.83,290.997,0.928,2.82,15.068,2.465,292.335
29/08/2012,293.8,98.795,290.972,1.091,2.828,15.367,2.472,299.243
30/08/2012,293.999,98.771,291.253,1.134,2.745,13.18,2.372,306.151
31/08/2012,294.909,98.76,292.192,1.15,2.718,12.471,2.351,313.059
01/09/2012,295.855,98.737,293.126,0.987,2.728,13.38,2.366,319.967
02/09/2012,123.515,41.171,120.794,0.816,2.721,14.476,2.35,326.875
03/09/2012,212.969,69.903,2.752,0.841,2.752,14.668,2.391,333.783
07/09/2012,302.422,98.635,300.921,0.187,1.501,13.185,1.073,340.691
11/09/2012,302.186,98.568,294.278,0.276,7.907,12.733,7.455,347.599
15/09/2012,292.539,99.357,195.671,1.305,96.868,13.738,74.197,354.507
16/09/2012,294.038,98.47,190.522,1.215,103.516,13.254,81.146,361.415
17/09/2012,293.891,98.402,187.96,1.228,105.931,12.557,99.883,368.324
19/09/2012,297.452,98.466,186.719,1.217,110.733,10.278,103.787,375.232
21/09/2012,301.759,98.449,186.286,1.246,115.473,11.21,107.342,382.14
23/09/2012,298.578,98.951,187.696,1.389,110.882,12.563,68.1,389.048
25/09/2012,301.479,98.488,184.022,1.088,117.458,10.903,88.473,395.956
26/09/2012,303.002,98.453,184.005,0.936,118.997,11.705,90.007,402.864
27/09/2012,303.082,98.441,183.917,1.022,119.164,11.693,90.243,409.772
29/09/2012,234.562,101.431,176.474,15.688,58.088,52.044,23.432,416.68
30/09/2012,215.333,102.432,179.856,99.989,35.477,81.057,4.405,1238.4
01/10/2012,217.527,102.483,183.551,100.0,33.976,82.68,4.281,1200.19
02/10/2012,216.941,102.439,182.681,100.0,34.259,82.555,4.422,1409.91
03/10/2012,217.832,102.37,183.921,100.0,33.911,82.984,4.379,1405.2
04/10/2012,217.561,102.402,183.506,100.0,34.055,84.557,4.509,1458.2
05/10/2012,217.514,102.434,183.433,100.0,34.081,84.713,4.532,1604.2
06/10/2012,218.2,102.44,184.157,100.0,34.043,84.791,4.515,1599.06
07/10/2012,218.804,102.439,184.864,100.0,33.94,84.618,4.429,1584.57
08/10/2012,219.214,102.434,185.333,100.0,33.881,84.648,4.389,1577.9
09/10/2012,219.838,102.434,186.052,100.0,33.786,84.71,4.301,1556.2
10/10/2012,220.763,102.429,186.929,100.0,33.833,85.566,4.34,1510.57
11/10/2012,223.385,102.37,189.229,100.0,34.156,85.316,4.603,1534.8
12/10/2012,232.194,102.174,194.469,75.136,37.725,86.789,8.218,1324.73
13/10/2012,255.206,101.904,202.517,33.574,52.688,75.628,17.977,549.57
14/10/2012,240.904,102.059,197.371,11.264,43.532,87.274,14.288,205.63
19/10/2012,264.889,100.606,196.714,22.0,68.175,48.187,26.986,187.55
20/10/2012,239.366,102.176,195.235,46.015,44.131,86.496,14.716,891.56
21/10/2012,238.989,102.104,196.567,48.063,42.422,87.666,13.004,943.69
22/10/2012,239.113,102.009,196.379,47.914,42.734,87.738,13.411,1370.22
23/10/2012,240.67,101.903,197.272,47.228,43.398,87.849,13.685,1368.18
24/10/2012,240.702,101.812,197.31,47.148,43.392,87.957,13.604,1374.62
25/10/2012,240.58,101.78,197.388,47.254,43.192,87.527,13.404,1360.57
26/10/2012,239.073,101.775,196.878,48.125,42.195,87.305,12.427,1344.8
27/10/2012,237.371,101.782,196.454,49.801,40.918,87.554,11.156,1345.2
28/10/2012,235.823,101.779,196.165,51.419,39.658,87.013,9.88,1384.85
29/10/2012,234.877,101.77,195.949,53.08,38.929,87.755,9.166,1315.01
30/10/2012,234.598,101.76,196.175,54.051,38.423,87.259,8.668,1274.53
31/10/2012,234.362,101.742,196.546,55.742,37.816,85.514,8.044,1262.51
01/11/2012,234.481,101.714,196.984,57.065,37.497,85.838,7.711,1254.44
02/11/2012,234.295,101.7,197.043,57.351,37.252,86.584,7.489,1237.46
03/11/2012,233.935,101.684,197.038,58.603,36.897,88.014,7.122,1230.31
04/11/2012,234.446,101.649,197.534,59.116,36.912,88.13,7.128,1221.89
05/11/2012,235.749,101.617,198.303,56.96,37.447,88.071,7.69,1204.86
06/11/2012,237.192,101.608,199.194,55.207,37.998,87.5,8.245,1182.33
07/11/2012,237.52,101.61,199.697,56.132,37.822,87.084,8.063,1186.89
08/11/2012,237.913,101.615,200.085,56.507,37.828,87.902,8.046,1191.54
09/11/2012,239.89,101.593,201.181,53.501,38.709,86.604,8.958,1176.47
10/11/2012,242.283,101.569,202.155,49.844,40.128,86.899,10.385,1166.55
11/11/2012,242.981,101.559,202.378,49.117,40.604,88.055,10.865,1163.63
12/11/2012,242.967,101.558,202.389,49.224,40.578,87.611,10.864,1167.89
13/11/2012,243.108,101.557,202.525,49.051,40.583,86.743,10.87,1168.8
14/11/2012,243.096,101.56,202.467,48.961,40.63,87.792,10.899,1169.13
15/11/2012,243.291,101.557,202.633,49.006,40.657,87.456,10.934,1170.96
16/11/2012,243.452,101.555,202.844,48.141,40.608,86.858,10.871,1180.1
17/11/2012,243.464,101.561,202.798,49.052,40.666,87.557,10.938,1167.93
18/11/2012,243.628,101.562,202.903,48.915,40.725,86.963,10.992,1163.83
19/11/2012,243.662,101.569,203.157,49.211,40.505,85.968,10.788,1159.98
20/11/2012,243.756,101.574,203.282,49.106,40.474,86.511,10.747,1157.19
21/11/2012,243.996,101.563,203.491,49.096,40.505,87.245,10.789,1157.2
22/11/2012,244.017,101.555,203.639,49.141,40.378,86.769,10.661,1147.42
23/11/2012,243.917,101.552,203.608,49.066,40.309,86.211,10.573,1143.52
24/11/2012,243.94,101.545,203.669,48.057,40.271,87.343,10.553,1144.66
25/11/2012,243.153,101.551,203.559,50.401,39.594,86.493,9.886,1134.68
26/11/2012,243.453,101.548,203.969,51.095,39.485,88.228,9.755,1135.03
27/11/2012,243.664,101.485,204.186,51.133,39.479,88.442,9.75,1102.77
28/11/2012,244.497,101.563,204.909,50.624,39.589,88.351,9.883,1090.23
29/11/2012,244.753,101.559,205.173,50.228,39.58,88.414,9.904,1081.38
30/11/2012,244.864,101.548,205.391,50.301,39.474,88.412,9.786,1072.59
01/12/2012,244.529,101.542,205.425,50.866,39.104,88.241,9.497,1066.9
02/12/2012,244.022,101.539,205.444,52.011,38.578,88.101,9.009,1061.33
03/12/2012,243.357,101.534,205.492,54.06,37.864,87.743,8.124,1054.37
04/12/2012,243.523,101.528,205.746,54.197,37.777,87.955,8.256,1056.65
05/12/2012,243.221,101.528,205.831,55.198,37.39,87.975,7.947,1084.08
06/12/2012,242.943,101.531,206.016,57.218,36.927,87.348,7.247,1054.22
07/12/2012,242.66,101.535,206.116,58.725,36.544,87.172,6.847,1056.74
08/12/2012,242.818,101.535,206.363,59.02,36.455,87.42,6.769,1053.23
09/12/2012,243.032,101.533,206.516,58.965,36.516,88.001,6.782,1051.23
10/12/2012,242.513,101.533,206.293,59.809,36.219,88.376,6.517,1052.29
11/12/2012,247.278,101.478,208.005,51.928,39.273,87.177,9.564,902.0
12/12/2012,243.961,101.524,206.832,27.283,37.129,88.136,7.89,425.98
13/12/2012,255.024,101.332,213.239,28.521,41.786,74.013,14.422,420.57
14/12/2012,242.193,101.558,206.781,61.105,35.412,84.947,6.468,891.26
15/12/2012,250.889,101.435,210.942,27.74,39.947,78.812,10.924,478.05
16/12/2012,240.948,101.526,206.442,66.018,34.506,87.514,5.435,972.11
17/12/2012,240.356,101.529,206.042,68.046,34.313,87.62,5.216,987.77
18/12/2012,240.374,101.493,206.055,68.14,34.319,87.165,5.22,992.03
19/12/2012,240.103,101.488,205.83,68.225,34.272,85.82,5.082,999.01
20/12/2012,240.091,101.483,205.808,68.215,34.283,85.009,5.086,1036.59
21/12/2012,240.598,101.473,206.193,68.238,34.404,85.361,5.192,1037.92
22/12/2012,241.02,101.467,206.583,68.258,34.438,84.682,5.206,1041.77
23/12/2012,241.717,101.459,206.982,66.043,34.734,84.588,5.483,1040.31
24/12/2012,242.118,101.449,206.97,62.93,35.148,87.098,5.894,1039.18
25/12/2012,241.846,101.441,206.798,62.989,35.048,87.745,5.8,1043.8
26/12/2012,241.646,101.433,206.638,63.092,35.007,88.332,5.756,1040.77
27/12/2012,241.636,101.418,206.67,63.233,34.966,88.175,5.738,1039.24
28/12/2012,241.736,101.402,206.944,63.258,34.791,86.045,5.587,1034.83
29/12/2012,241.907,101.393,207.105,63.134,34.802,86.131,5.572,1038.65
30/12/2012,242.0,101.402,207.298,64.487,34.701,85.709,5.461,1034.91
31/12/2012,242.232,101.405,207.594,65.214,34.638,86.507,5.38,1035.1
01/01/2013,242.398,101.389,207.675,65.199,34.723,87.941,5.433,1030.1
02/01/2013,242.784,101.367,207.869,65.204,34.915,87.623,5.243,1005.13
03/01/2013,242.162,101.365,207.626,65.229,34.537,88.26,5.337,1038.14
04/01/2013,241.912,101.358,207.516,65.783,34.396,88.235,5.22,985.25
05/01/2013,241.372,101.353,207.435,68.983,33.936,87.706,4.745,988.97
06/01/2013,241.231,101.357,207.541,71.911,33.689,88.375,4.482,984.48
07/01/2013,234.607,98.497,201.057,75.159,33.551,87.617,4.325,987.23
08/01/2013,241.641,101.355,208.048,73.705,33.592,88.314,4.367,990.4
09/01/2013,241.802,101.333,208.165,75.32,33.638,88.421,4.424,991.65
10/01/2013,241.841,101.319,208.256,75.308,33.585,88.083,4.379,987.96
11/01/2013,242.329,101.3,208.422,75.26,33.907,87.729,4.238,964.48
12/01/2013,241.791,101.297,208.269,75.335,33.521,86.996,4.275,977.72
13/01/2013,241.539,101.283,208.138,75.454,33.401,87.099,4.196,973.7
14/01/2013,241.334,101.265,208.003,75.518,33.331,86.144,4.124,975.98
15/01/2013,241.711,101.26,208.17,75.513,33.541,87.884,4.225,958.45
16/01/2013,241.869,101.257,208.394,75.519,33.475,88.12,4.251,965.56
17/01/2013,242.009,101.255,208.657,76.163,33.351,87.105,4.171,959.84
18/01/2013,242.146,101.255,208.83,77.336,33.316,85.262,4.093,963.72
19/01/2013,242.116,101.257,208.873,77.215,33.243,87.319,4.226,954.5
20/01/2013,242.214,101.257,208.979,77.447,33.236,87.966,4.23,951.88
21/01/2013,242.466,101.247,209.121,77.305,33.345,87.015,4.132,950.38
22/01/2013,242.151,101.243,209.013,77.331,33.138,86.984,4.189,956.77
23/01/2013,242.361,101.23,209.137,77.297,33.224,88.007,4.264,959.48
24/01/2013,242.369,101.221,209.143,77.176,33.227,88.201,4.271,960.51
25/01/2013,242.343,101.213,209.266,77.235,33.077,86.011,4.122,960.39
26/01/2013,242.399,101.206,209.277,77.219,33.123,86.964,4.15,956.42
27/01/2013,242.462,101.199,209.35,77.117,33.112,86.238,4.127,954.53
28/01/2013,242.522,101.192,209.411,77.04,33.111,85.86,4.126,956.26
29/01/2013,242.317,101.189,209.37,80.319,32.947,87.213,3.957,956.87
30/01/2013,242.05,101.186,209.348,85.41,32.702,85.472,3.696,965.22
31/01/2013,242.014,101.181,209.326,87.363,32.688,88.48,3.697,972.83
01/02/2013,241.871,101.178,209.259,89.368,32.611,88.495,3.621,971.79
02/02/2013,241.816,101.173,209.279,89.982,32.537,88.111,3.565,961.4
03/02/2013,241.74,101.168,209.254,90.002,32.486,87.461,3.508,962.89
04/02/2013,241.777,101.159,209.316,90.101,32.461,87.08,3.471,963.19
05/02/2013,241.761,101.152,209.316,91.274,32.444,87.388,3.447,960.92
06/02/2013,241.551,101.15,209.245,96.719,32.306,88.156,3.34,962.06
07/02/2013,241.619,101.15,209.34,98.985,32.279,88.201,3.308,1004.48
08/02/2013,241.817,101.146,209.499,99.131,32.318,88.474,3.348,978.09
09/02/2013,241.968,101.14,209.721,97.196,32.247,88.038,3.284,979.91
10/02/2013,241.868,101.13,209.688,99.181,32.179,86.696,3.221,966.22
11/02/2013,241.795,101.117,209.666,99.059,32.129,85.703,3.181,964.43
12/02/2013,241.795,101.109,209.631,99.052,32.165,87.083,3.219,961.13
13/02/2013,241.924,101.109,209.794,96.982,32.13,86.021,3.188,952.07
14/02/2013,242.16,101.109,210.032,96.975,32.127,84.949,3.171,953.14
15/02/2013,242.325,101.098,210.127,96.964,32.197,86.615,3.237,958.71
16/02/2013,242.206,101.088,210.061,99.025,32.145,87.191,3.198,964.49
17/02/2013,242.091,101.079,209.966,96.946,32.125,87.561,3.186,964.23
18/02/2013,242.066,101.07,209.882,98.993,32.184,87.673,3.232,967.26
19/02/2013,242.397,101.066,210.152,99.001,32.246,86.87,3.187,956.38
20/02/2013,244.244,101.041,210.853,99.033,33.392,86.378,2.906,912.6
21/02/2013,242.732,101.061,210.38,99.039,32.353,87.517,3.181,958.55
22/02/2013,248.29,100.994,212.554,72.037,35.736,85.818,5.861,710.96
23/02/2013,244.2,101.022,210.969,100.0,33.231,87.752,4.141,922.73
24/02/2013,242.664,101.041,210.372,99.922,32.293,88.388,3.155,944.09
25/02/2013,242.269,101.029,210.165,99.999,32.105,88.503,3.182,951.34
26/02/2013,242.287,101.012,210.178,100.0,32.109,88.493,3.188,952.21
27/02/2013,242.297,101.02,210.169,100.0,32.127,88.483,3.203,945.98
28/02/2013,242.268,101.027,210.144,100.0,32.124,88.331,3.197,944.28
01/03/2013,242.454,101.022,210.289,100.0,32.165,88.198,3.235,936.31
02/03/2013,242.26,101.004,210.149,100.0,32.111,88.04,3.182,940.32
03/03/2013,242.472,101.001,210.338,100.0,32.134,87.9,3.199,936.86
04/03/2013,242.573,101.004,210.483,100.0,32.091,87.419,3.152,939.95
05/03/2013,242.832,100.994,210.711,100.0,32.12,87.844,3.174,940.99
06/03/2013,242.961,100.985,210.727,100.0,32.234,87.21,3.217,925.75
07/03/2013,249.733,100.967,211.77,9.234,37.963,86.455,9.919,43.38
10/03/2013,259.16,100.772,217.926,20.508,41.234,72.669,12.589,186.67
11/03/2013,243.204,101.02,210.201,55.351,33.002,86.754,4.512,511.7
13/03/2013,251.075,100.928,213.862,49.6,37.213,81.106,8.684,539.62
14/03/2013,243.694,100.993,210.404,63.659,33.29,87.659,4.498,536.71
15/03/2013,250.76,100.887,213.457,39.823,37.303,81.026,8.748,504.17
16/03/2013,242.8,101.046,209.064,48.376,33.736,85.162,5.493,446.39
17/03/2013,255.387,100.84,215.103,20.303,40.284,73.888,12.092,294.09
18/03/2013,241.856,101.072,208.963,92.497,32.893,84.967,4.229,923.35
19/03/2013,241.144,101.046,208.748,100.0,32.396,86.397,3.808,927.57
20/03/2013,245.559,101.021,211.83,10.678,33.728,85.712,6.901,89.54
21/03/2013,293.906,99.342,203.912,1.136,89.994,0.992,89.982,351.38
22/03/2013,249.484,100.927,210.501,42.347,38.983,77.203,10.969,613.22
23/03/2013,240.045,101.126,207.434,99.99,32.612,85.541,3.773,991.44
24/03/2013,241.046,101.045,208.501,100.0,32.545,86.889,3.705,953.7
25/03/2013,248.651,100.971,210.931,38.58,37.72,82.58,8.814,437.64
26/03/2013,240.124,101.105,207.078,97.741,33.046,87.976,4.05,885.36
27/03/2013,240.508,101.065,207.549,100.0,32.959,88.131,3.915,918.69
28/03/2013,244.183,101.018,209.17,58.933,35.013,85.458,6.121,593.67
29/03/2013,243.021,101.053,208.536,86.066,34.485,87.164,5.666,908.78
30/03/2013,240.42,101.098,207.38,97.917,33.04,88.249,4.217,970.86
31/03/2013,241.712,101.076,208.002,79.779,33.709,88.231,4.912,919.79
01/04/2013,242.67,101.081,208.546,66.723,34.124,88.229,5.581,878.51
03/04/2013,253.093,100.947,212.492,30.305,40.601,80.083,11.318,473.81
04/04/2013,241.902,101.141,207.929,75.712,33.974,88.025,4.972,982.1
05/04/2013,242.864,101.11,208.554,39.962,34.31,88.0,5.487,463.05
09/04/2013,298.422,98.886,201.519,1.188,96.903,4.491,96.422,278.295
10/04/2013,261.572,100.808,216.583,11.467,44.989,68.941,14.978,93.54
11/04/2013,243.227,101.145,206.747,59.114,36.48,85.962,7.392,934.08
12/04/2013,242.803,101.204,213.682,66.201,29.122,86.402,8.562,963.01
13/04/2013,242.411,101.157,208.047,71.858,34.364,87.784,5.318,999.28
14/04/2013,242.498,101.188,208.006,70.369,34.492,85.388,5.434,1023.15
15/04/2013,242.573,101.135,208.323,72.81,34.25,86.487,5.182,1028.77
16/04/2013,247.821,101.048,210.003,57.519,37.818,84.024,8.655,897.68
17/04/2013,237.361,98.937,202.964,70.151,34.396,86.047,5.393,1043.24
18/04/2013,242.47,101.075,208.137,70.21,34.332,86.407,5.278,1039.9
19/04/2013,242.652,101.067,208.269,70.245,34.383,87.801,5.341,1029.29
20/04/2013,242.647,101.057,208.58,73.675,34.068,87.46,5.028,1035.27
21/04/2013,242.262,101.062,208.746,79.406,33.517,86.587,4.468,1031.17
22/04/2013,242.447,101.061,209.088,82.02,33.359,86.661,4.257,1025.28
23/04/2013,242.64,101.059,209.403,85.251,33.237,86.898,4.121,1021.59
24/04/2013,242.863,101.042,209.798,88.663,33.065,88.012,3.995,1010.54
25/04/2013,242.368,101.037,209.647,94.699,32.721,87.746,3.678,1011.17
26/04/2013,242.197,101.024,209.619,100.0,32.579,88.537,3.532,1013.13
27/04/2013,242.262,101.007,209.748,100.0,32.513,88.449,3.484,1003.84
28/04/2013,242.595,101.0,210.109,100.0,32.486,86.665,3.355,1014.92
29/04/2013,242.612,100.989,210.042,99.999,32.57,87.329,3.316,977.42
30/04/2013,247.075,100.91,211.349,66.091,35.726,88.08,6.699,881.68
01/05/2013,242.724,100.979,210.396,100.0,32.328,87.104,3.317,944.52
02/05/2013,243.156,100.98,210.752,100.0,32.404,88.221,3.39,945.7
03/05/2013,243.305,100.98,210.945,100.0,32.36,87.244,3.334,944.53
04/05/2013,243.461,100.976,211.11,100.0,32.352,87.204,3.315,942.56
05/05/2013,243.831,100.962,211.454,100.0,32.378,87.727,3.347,948.91
06/05/2013,243.937,100.96,211.603,100.0,32.333,87.717,3.318,945.75
07/05/2013,244.093,100.954,211.74,100.0,32.352,88.218,3.333,941.46
08/05/2013,244.44,100.941,212.056,100.0,32.385,87.594,3.358,936.59
09/05/2013,244.497,100.937,212.132,100.0,32.365,88.11,3.33,938.7
10/05/2013,244.529,100.934,212.168,100.0,32.361,87.638,3.319,934.27
11/05/2013,244.601,100.929,212.274,100.0,32.327,87.583,3.29,934.81
12/05/2013,244.681,100.926,212.308,97.917,32.373,88.216,3.332,937.7
13/05/2013,244.731,100.921,212.384,97.917,32.347,87.363,3.299,935.6
14/05/2013,223.558,92.011,189.066,64.291,34.492,83.402,5.965,642.94
15/05/2013,96.609,39.769,62.578,100.0,34.031,85.875,4.874,844.52
16/05/2013,245.033,100.911,212.836,99.706,32.198,87.534,3.442,866.05
17/05/2013,249.858,100.842,214.579,71.361,35.279,87.343,5.526,706.38
18/05/2013,244.794,100.883,212.228,100.0,32.566,88.663,3.471,871.1
19/05/2013,244.152,100.902,211.888,100.0,32.264,88.874,3.527,885.74
20/05/2013,244.166,100.884,211.817,97.917,32.349,88.609,3.491,898.84
21/05/2013,244.237,100.882,211.934,100.0,32.303,88.321,3.509,897.07
22/05/2013,243.668,100.859,211.447,100.0,32.221,88.171,3.429,903.88
23/05/2013,243.106,100.815,210.686,100.0,32.42,87.384,3.157,888.78
24/05/2013,241.724,100.825,209.775,100.0,31.95,87.983,3.221,886.33
25/05/2013,242.416,100.822,210.253,100.0,32.163,88.355,3.254,874.98
26/05/2013,242.623,100.827,210.551,100.0,32.072,88.515,3.302,876.79
27/05/2013,242.965,100.833,210.939,100.0,32.026,87.629,3.273,875.26
28/05/2013,243.256,100.844,211.195,100.0,32.061,86.975,3.292,876.37
29/05/2013,244.796,100.832,211.806,100.0,32.99,88.783,3.232,851.08
30/05/2013,243.834,100.849,211.593,100.0,32.241,88.994,3.419,891.66
31/05/2013,244.003,100.851,211.759,100.0,32.244,88.66,3.426,892.66
01/06/2013,244.19,100.852,211.945,100.0,32.244,88.214,3.427,894.15
02/06/2013,244.34,100.856,212.051,100.0,32.289,88.695,3.459,895.88
03/06/2013,244.34,100.862,212.048,100.0,32.291,88.846,3.465,898.65
04/06/2013,244.562,100.861,212.082,100.0,32.479,88.87,3.386,879.89
05/06/2013,245.356,100.838,212.392,83.891,32.963,88.684,4.054,885.75
06/06/2013,244.726,100.799,211.748,83.696,32.977,88.703,3.918,889.37
07/06/2013,243.797,100.81,211.557,100.0,32.24,88.739,3.322,873.88
08/06/2013,243.578,100.838,211.48,100.0,32.098,88.572,3.306,863.37
09/06/2013,244.365,100.826,212.154,100.0,32.211,88.751,3.383,882.71
10/06/2013,244.347,100.816,212.136,100.0,32.211,88.949,3.362,795.81
11/06/2013,244.443,100.813,212.219,100.0,32.224,88.881,3.339,825.65
12/06/2013,244.605,100.812,212.409,100.0,32.196,86.993,3.247,833.77
13/06/2013,244.557,100.809,212.348,100.0,32.209,88.669,3.305,847.02
14/06/2013,244.59,100.805,212.431,100.0,32.159,88.425,3.292,852.28
15/06/2013,244.763,100.798,212.545,100.0,32.218,87.956,3.217,851.68
16/06/2013,244.659,100.795,212.486,100.0,32.173,88.908,3.271,860.87
17/06/2013,244.811,100.79,212.585,100.0,32.226,89.119,3.264,877.01
18/06/2013,244.7,100.781,212.597,100.0,32.104,88.519,3.121,878.21
19/06/2013,244.596,100.77,212.501,100.0,32.095,88.748,3.11,879.48
20/06/2013,244.728,100.769,212.631,100.0,32.096,88.717,3.114,876.42
21/06/2013,245.403,100.773,213.365,100.0,32.038,89.026,3.128,787.8
22/06/2013,251.893,100.677,216.344,75.494,35.55,82.749,7.046,421.26
23/06/2013,248.803,100.771,217.708,14.45,31.095,87.38,3.137,75.58
26/06/2013,249.586,100.708,213.82,64.957,35.766,86.205,6.557,696.24
27/06/2013,246.37,100.809,214.279,73.727,32.091,87.904,3.261,566.52
28/06/2013,250.013,100.694,214.966,78.063,35.047,86.037,5.529,762.49
29/06/2013,244.792,100.779,212.245,100.0,32.548,88.581,3.461,821.87
30/06/2013,245.238,100.812,212.486,100.0,32.752,88.252,3.337,824.65
01/07/2013,245.367,100.771,212.618,100.0,32.749,88.748,3.355,842.56
02/07/2013,244.672,100.772,212.24,100.0,32.431,88.035,3.365,863.9
03/07/2013,244.962,100.775,212.419,100.0,32.543,87.854,3.403,865.77
04/07/2013,245.025,100.772,212.539,100.0,32.486,88.08,3.481,875.54
05/07/2013,244.332,100.743,211.861,100.0,32.471,88.335,3.404,891.6
06/07/2013,250.103,100.653,214.063,55.1,36.039,85.021,7.334,583.75
07/07/2013,244.463,100.731,211.978,99.995,32.484,89.13,3.798,948.8
08/07/2013,211.486,87.025,178.945,100.0,32.54,89.268,3.785,852.38
09/07/2013,245.381,100.709,212.699,100.0,32.681,89.121,3.716,857.61
10/07/2013,245.329,100.725,212.828,100.0,32.501,89.199,3.76,867.73
11/07/2013,245.711,100.73,213.059,100.0,32.651,89.264,3.717,850.37
12/07/2013,245.445,100.707,212.957,100.0,32.487,89.435,3.714,872.74
13/07/2013,245.662,100.717,213.142,100.0,32.52,89.358,3.641,860.38
14/07/2013,245.668,100.716,213.172,100.0,32.496,89.116,3.619,863.13
15/07/2013,245.647,100.714,213.263,100.0,32.384,89.042,3.619,837.4
16/07/2013,245.721,100.71,213.331,100.0,32.39,89.339,3.612,827.69
17/07/2013,245.73,100.706,213.365,100.0,32.365,89.227,3.59,824.01
18/07/2013,245.809,100.698,213.444,100.0,32.365,89.496,3.596,822.86
19/07/2013,245.902,100.69,213.552,100.0,32.35,89.411,3.59,818.02
20/07/2013,245.868,100.683,213.526,100.0,32.342,89.477,3.583,818.74
21/07/2013,245.819,100.674,213.513,100.0,32.306,89.368,3.557,816.6
22/07/2013,262.985,100.454,220.806,13.484,42.179,74.39,15.548,105.65
23/07/2013,248.252,100.656,215.135,88.855,33.118,87.167,4.443,745.71
24/07/2013,246.418,100.217,213.859,100.0,32.559,87.562,3.393,770.67
25/07/2013,246.838,100.563,214.459,100.0,32.38,88.418,3.483,695.39
26/07/2013,246.446,100.653,214.251,100.0,32.195,87.955,3.455,776.09
27/07/2013,245.998,100.67,213.726,100.0,32.272,89.132,3.486,779.72
28/07/2013,260.622,100.653,229.547,3.154,31.074,87.594,5.059,7.18
29/07/2013,268.554,100.389,223.794,9.001,44.76,71.478,18.108,65.68
30/07/2013,246.952,100.678,213.293,82.649,33.659,87.652,4.614,670.4
31/07/2013,248.48,100.658,216.258,38.997,32.222,88.564,3.046,324.71
01/08/2013,298.169,99.245,297.589,37.724,0.58,19.61,0.158,322.687
02/08/2013,298.163,98.971,297.68,36.45,0.482,16.357,0.184,320.663
03/08/2013,255.752,100.566,216.948,35.177,38.804,80.775,9.883,318.64
04/08/2013,245.314,100.686,212.589,95.744,32.725,87.661,3.338,736.95
05/08/2013,244.929,100.697,212.595,97.917,32.333,87.51,3.307,769.73
06/08/2013,244.83,100.699,212.358,100.0,32.473,88.773,3.418,777.23
07/08/2013,244.723,100.726,212.184,100.0,32.538,89.148,3.474,788.24
08/08/2013,245.21,100.696,212.733,100.0,32.477,89.183,3.414,783.12
09/08/2013,245.34,100.684,212.948,100.0,32.391,88.115,3.353,775.86
10/08/2013,245.268,100.684,212.795,100.0,32.474,89.069,3.417,777.26
11/08/2013,245.591,100.678,212.813,99.908,32.778,88.919,3.303,764.87
